top_fraction,risk_precision_at_k,baseline_unmerged_rate
0.01,0.9938524590163934,0.14262030005935689
0.05,0.6257166257166257,0.14262030005935689
0.1,0.45813715455475945,0.14262030005935689
0.2,0.3325145839729813,0.14262030005935689
